Event ID,Prediction,DoS Score,Risk Level,SOC Action,Actual,Analyst Decision,MITRE Tactic,MITRE Technique ID,MITRE Technique
128857,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128858,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128859,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128860,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128861,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128862,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128863,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128864,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128865,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128866,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128867,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128868,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128869,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128870,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128871,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128872,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128873,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128874,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128875,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128876,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128877,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128878,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128879,1,0.9660019202069975,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128880,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128881,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128882,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128883,1,0.8620193678414242,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128884,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128885,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128886,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128887,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128888,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128889,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128890,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128891,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128892,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128893,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128894,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128895,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128896,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128897,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128898,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128899,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128900,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128901,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128902,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128903,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128904,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128905,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128906,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128907,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128908,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128909,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128910,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128911,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128912,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128913,1,0.9415687642597363,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128914,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128915,1,0.9800088699548298,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128916,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128917,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128918,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128919,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128920,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128921,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128922,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128923,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128924,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128925,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128926,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128927,0,0.07241725189802868,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128928,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128929,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128930,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128931,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128932,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128933,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128934,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128935,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128936,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128937,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128938,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128939,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128940,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128941,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128942,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128943,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128944,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128945,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128946,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128947,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128948,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128949,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128950,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128951,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128952,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128953,0,0.01,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128954,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128955,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128956,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128957,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128958,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128959,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128960,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128961,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128962,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128963,1,0.591478977395999,MEDIUM,HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128964,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128965,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128966,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128967,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128968,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128969,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128970,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128971,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128972,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128973,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128974,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128975,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128976,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128977,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128978,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128979,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128980,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128981,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128982,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128983,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128984,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128985,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128986,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128987,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128988,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128989,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128990,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128991,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128992,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128993,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128994,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128995,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128996,1,0.99,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
128997,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128998,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
128999,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129000,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129001,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129002,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129003,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129004,1,0.99,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129005,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129006,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129007,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129008,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129009,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129010,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129011,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129012,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129013,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129014,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129015,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129016,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129017,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129018,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129019,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129020,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129021,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129022,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129023,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129024,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129025,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129026,0,0.01,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129027,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129028,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129029,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129030,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129031,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129032,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129033,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129034,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129035,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129036,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129037,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129038,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129039,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129040,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129041,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129042,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129043,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129044,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129045,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129046,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129047,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129048,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129049,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129050,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129051,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129052,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129053,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129054,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129055,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129056,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129057,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129058,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129059,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129060,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129061,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129062,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129063,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129064,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129065,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129066,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129067,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129068,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129069,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129070,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129071,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129072,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129073,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129074,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129075,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129076,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129077,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129078,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129079,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129080,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129081,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129082,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129083,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129084,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129085,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129086,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129087,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129088,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129089,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129090,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129091,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129092,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129093,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129094,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129095,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129096,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129097,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129098,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129099,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129100,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129101,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129102,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129103,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129104,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129105,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129106,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129107,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129108,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129109,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129110,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129111,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129112,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129113,1,0.8620193678414242,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129114,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129115,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129116,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129117,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129118,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129119,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129120,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129121,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129122,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129123,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129124,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129125,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129126,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129127,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129128,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
129129,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
129130,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
